node_id,region,ServerOrClientregion,cluster_id,key_file,clientID,ServerID, PublicIp
0, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 0,
1, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 1,
2, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 2,
3, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 3,
4, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 4,
5, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 5,
6, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 6,
7, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 7,
8, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 8,
9, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 9,
10, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 10,
11, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 11,
12, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 12,
13, 'europe-west3-c', 0, 0, 'FKA.pem', -1, 13,
14, 'europe-west3-c', 0, 1, 'FKA.pem', -1, 14,
15, 'europe-west3-c', 0, 1, 'FKA.pem', -1, 15,
16, 'europe-west3-c', 0, 1, 'FKA.pem', -1, 16,
17, 'europe-west3-c', 0, 1, 'FKA.pem', -1, 17,

18, 'europe-west3-c', 1, -1, 'FKA.pem', 0, -1,
19, 'europe-west3-c', 1, -1, 'FKA.pem', 2, -1,

20, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 18,
21, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 19,
22, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 20,
23, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 21,
24, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 22,
25, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 23,
26, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 24,
27, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 25,
28, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 26,
29, 'asia-south1-c', 0, 1, 'FKE.pem', -1, 27,

30, 'asia-south1-c', 1, -1, 'FKE.pem', 1, -1,


