node_id,region,ServerOrClientregion,cluster_id,key_file,clientID,ServerID, PublicIp
0, 'us-west1-b', 0, 0, 'FKA.pem', -1, 0,
1, 'us-west1-b', 0, 0, 'FKA.pem', -1, 1,
2, 'us-west1-b', 0, 0, 'FKA.pem', -1, 2,
3, 'us-west1-b', 0, 0, 'FKA.pem', -1, 3,
4, 'us-west1-b', 0, 0, 'FKA.pem', -1, 4,
5, 'us-west1-b', 0, 0, 'FKA.pem', -1, 5,
6, 'us-west1-b', 0, 0, 'FKA.pem', -1, 6,
7, 'us-west1-b', 0, 0, 'FKA.pem', -1, 7,
8, 'us-west1-b', 0, 0, 'FKA.pem', -1, 8,
9, 'us-west1-b', 0, 0, 'FKA.pem', -1, 9,
10, 'us-west1-b', 0, 0, 'FKA.pem', -1, 10,
11, 'us-west1-b', 0, 0, 'FKA.pem', -1, 11,
12, 'us-west1-b', 0, 0, 'FKA.pem', -1, 12,
13, 'us-west1-b', 0, 0, 'FKA.pem', -1, 13,
14, 'us-west1-b', 0, 0, 'FKA.pem', -1, 14,
15, 'us-west1-b', 0, 0, 'FKA.pem', -1, 15,
16, 'us-west1-b', 0, 0, 'FKA.pem', -1, 16,
17, 'us-west1-b', 0, 0, 'FKA.pem', -1, 17,
18, 'us-west1-b', 0, 0, 'FKA.pem', -1, 18,
19, 'us-west1-b', 0, 0, 'FKA.pem', -1, 19,
20, 'us-west1-b', 0, 0, 'FKA.pem', -1, 20,
21, 'us-west1-b', 0, 0, 'FKA.pem', -1, 21,
22, 'us-west1-b', 0, 0, 'FKA.pem', -1, 22,
23, 'us-west1-b', 0, 0, 'FKA.pem', -1, 23,
24, 'us-west1-b', 0, 0, 'FKA.pem', -1, 24,
25, 'us-west1-b', 0, 0, 'FKA.pem', -1, 25,
26, 'us-west1-b', 0, 0, 'FKA.pem', -1, 26,
27, 'us-west1-b', 0, 0, 'FKA.pem', -1, 27,
28, 'us-west1-b', 0, 0, 'FKA.pem', -1, 28,
29, 'us-west1-b', 0, 0, 'FKA.pem', -1, 29,
30, 'us-west1-b', 0, 0, 'FKA.pem', -1, 30,
31, 'us-west1-b', 0, 0, 'FKA.pem', -1, 31,

32, 'us-west1-b', 1, -1, 'FKA.pem', 0, -1,
33, 'us-west1-b', 1, -1, 'FKA.pem', 3, -1,
34, 'us-west1-b', 1, -1, 'FKA.pem', 6, -1,
35, 'us-west1-b', 1, -1, 'FKA.pem', 9, -1,
36, 'us-west1-b', 1, -1, 'FKA.pem', 12, -1,
37, 'us-west1-b', 1, -1, 'FKA.pem', 15, -1,
38, 'us-west1-b', 1, -1, 'FKA.pem', 18, -1,
39, 'us-west1-b', 1, -1, 'FKA.pem', 21, -1,

40, 'us-west1-b', 0, 1, 'FKE.pem', -1, 32,
41, 'us-west1-b', 0, 1, 'FKE.pem', -1, 33,
42, 'us-west1-b', 0, 1, 'FKE.pem', -1, 34,
43, 'us-west1-b', 0, 1, 'FKE.pem', -1, 35,
44, 'us-west1-b', 0, 1, 'FKE.pem', -1, 36,
45, 'us-west1-b', 0, 1, 'FKE.pem', -1, 37,
46, 'us-west1-b', 0, 1, 'FKE.pem', -1, 38,
47, 'us-west1-b', 0, 1, 'FKE.pem', -1, 39,
48, 'us-west1-b', 0, 1, 'FKE.pem', -1, 40,
49, 'us-west1-b', 0, 1, 'FKE.pem', -1, 41,
50, 'us-west1-b', 0, 1, 'FKE.pem', -1, 42,
51, 'us-west1-b', 0, 1, 'FKE.pem', -1, 43,
52, 'us-west1-b', 0, 1, 'FKE.pem', -1, 44,
53, 'us-west1-b', 0, 1, 'FKE.pem', -1, 45,
54, 'us-west1-b', 0, 1, 'FKE.pem', -1, 46,
55, 'us-west1-b', 0, 1, 'FKE.pem', -1, 47,
56, 'us-west1-b', 0, 1, 'FKE.pem', -1, 48,
57, 'us-west1-b', 0, 1, 'FKE.pem', -1, 49,
58, 'us-west1-b', 0, 1, 'FKE.pem', -1, 50,
59, 'us-west1-b', 0, 1, 'FKE.pem', -1, 51,
60, 'us-west1-b', 0, 1, 'FKE.pem', -1, 52,
61, 'us-west1-b', 0, 1, 'FKE.pem', -1, 53,
62, 'us-west1-b', 0, 1, 'FKE.pem', -1, 54,
63, 'us-west1-b', 0, 1, 'FKE.pem', -1, 55,
64, 'us-west1-b', 0, 1, 'FKE.pem', -1, 56,
65, 'us-west1-b', 0, 1, 'FKE.pem', -1, 57,
66, 'us-west1-b', 0, 1, 'FKE.pem', -1, 58,
67, 'us-west1-b', 0, 1, 'FKE.pem', -1, 59,
68, 'us-west1-b', 0, 1, 'FKE.pem', -1, 60,
69, 'us-west1-b', 0, 1, 'FKE.pem', -1, 61,
70, 'us-west1-b', 0, 1, 'FKE.pem', -1, 62,
71, 'us-west1-b', 0, 1, 'FKE.pem', -1, 63,


72, 'us-west1-b', 1, -1, 'FKE.pem', 1, -1,
73, 'us-west1-b', 1, -1, 'FKE.pem', 4, -1,
74, 'us-west1-b', 1, -1, 'FKE.pem', 7, -1,
75, 'us-west1-b', 1, -1, 'FKE.pem', 10, -1,
76, 'us-west1-b', 1, -1, 'FKE.pem', 13, -1,
77, 'us-west1-b', 1, -1, 'FKE.pem', 16, -1,
78, 'us-west1-b', 1, -1, 'FKE.pem', 19, -1,
79, 'us-west1-b', 1, -1, 'FKE.pem', 22, -1,

80, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 64,
81, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 65,
82, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 66,
83, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 67,
84, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 68,
85, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 69,
86, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 70,
87, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 71,
88, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 72,
89, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 73,
90, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 74,
91, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 75,
92, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 76,
93, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 77,
94, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 78,
95, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 79,
96, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 80,
97, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 81,
98, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 82,
99, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 83,
100, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 84,
101, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 85,
102, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 86,
103, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 87,
104, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 88,
105, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 89,
106, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 90,
107, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 91,
108, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 92,
109, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 93,
110, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 94,
111, 'us-west1-b', 0, 2, 'FKU2.pem', -1, 95,

112, 'us-west1-b', 1, -1, 'FKU2.pem', 2, -1,
113, 'us-west1-b', 1, -1, 'FKU2.pem', 5, -1,
114, 'us-west1-b', 1, -1, 'FKU2.pem', 8, -1,
115, 'us-west1-b', 1, -1, 'FKU2.pem', 11, -1,
116, 'us-west1-b', 1, -1, 'FKU2.pem', 14, -1,
117, 'us-west1-b', 1, -1, 'FKU2.pem', 17, -1,
118, 'us-west1-b', 1, -1, 'FKU2.pem', 20, -1,
119, 'us-west1-b', 1, -1, 'FKU2.pem', 23, -1,
