node_id,region,ServerOrClientregion,cluster_id,key_file,clientID,ServerID, PublicIp
0, 'us-west1-b', 0, 0, 'FKA.pem', -1, 0,
1, 'us-west1-b', 0, 0, 'FKA.pem', -1, 1,
2, 'us-west1-b', 0, 0, 'FKA.pem', -1, 2,
3, 'us-west1-b', 0, 0, 'FKA.pem', -1, 3,
4, 'us-west1-b', 0, 0, 'FKA.pem', -1, 4,
5, 'us-west1-b', 0, 0, 'FKA.pem', -1, 5,
6, 'us-west1-b', 0, 1, 'FKA.pem', -1, 6,
7, 'us-west1-b', 0, 1, 'FKA.pem', -1, 7,
8, 'us-west1-b', 0, 1, 'FKA.pem', -1, 8,
9, 'us-west1-b', 0, 1, 'FKA.pem', -1, 9,
10, 'us-west1-b', 0, 1, 'FKA.pem', -1, 10,
11, 'us-west1-b', 0, 1, 'FKA.pem', -1, 11,
12, 'us-west1-b', 0, 2, 'FKA.pem', -1, 12,
13, 'us-west1-b', 0, 2, 'FKA.pem', -1, 13,
14, 'us-west1-b', 0, 2, 'FKA.pem', -1, 14,
15, 'us-west1-b', 0, 2, 'FKA.pem', -1, 15,
16, 'us-west1-b', 0, 2, 'FKA.pem', -1, 16,
17, 'us-west1-b', 0, 2, 'FKA.pem', -1, 17,
18, 'us-west1-b', 1, -1, 'FKA.pem', 0, -1,
19, 'us-west1-b', 1, -1, 'FKA.pem', 1, -1,
20, 'us-west1-b', 1, -1, 'FKA.pem', 2, -1,
21, 'europe-west3-c', 0, 3, 'FKA.pem', -1, 18,
22, 'europe-west3-c', 0, 3, 'FKA.pem', -1, 19,
23, 'europe-west3-c', 0, 3,'FKA.pem', -1, 20,
24, 'europe-west3-c', 0, 3,'FKA.pem', -1, 21,
25, 'europe-west3-c', 0, 3,'FKA.pem', -1, 22,
26, 'europe-west3-c', 0, 3,'FKA.pem', -1, 23,
27, 'europe-west3-c', 0, 4,'FKA.pem', -1, 24,
28, 'europe-west3-c', 0, 4,'FKA.pem', -1, 25,
29, 'europe-west3-c', 0, 4,'FKA.pem', -1, 26,
30, 'europe-west3-c', 0, 4,'FKA.pem', -1, 27,
31, 'europe-west3-c', 0, 4,'FKA.pem', -1, 28,
32, 'europe-west3-c', 0, 4,'FKA.pem', -1, 29,
33, 'europe-west3-c', 0, 5,'FKA.pem', -1, 30,
34, 'europe-west3-c', 0, 5,'FKA.pem', -1, 31,
35, 'europe-west3-c', 0, 5,'FKA.pem', -1, 32,
36, 'europe-west3-c', 0, 5,'FKA.pem', -1, 33,
37, 'europe-west3-c', 0, 5,'FKA.pem', -1, 34,
38, 'europe-west3-c', 0, 5,'FKA.pem', -1, 35,
39, 'europe-west3-c', 1, -1, 'FKA.pem', 3, -1,
40, 'europe-west3-c', 1, -1, 'FKA.pem', 4, -1,
41, 'europe-west3-c', 1, -1, 'FKA.pem', 5, -1,
42, 'asia-south1-c', 0, 6,'FKA.pem', -1, 36,
43, 'asia-south1-c', 0, 6,'FKA.pem', -1, 37,
44, 'asia-south1-c', 0, 6,'FKA.pem', -1, 38,
45, 'asia-south1-c', 0, 6,'FKA.pem', -1, 39,
46, 'asia-south1-c', 0, 6,'FKA.pem', -1, 40,
47, 'asia-south1-c', 0, 6,'FKA.pem', -1, 41,
48, 'asia-south1-c', 0, 7, 'FKA.pem', -1, 42,
49, 'asia-south1-c', 0, 7, 'FKA.pem', -1, 43,
50, 'asia-south1-c', 0, 7, 'FKA.pem', -1, 44,
51, 'asia-south1-c', 0, 7, 'FKA.pem', -1, 45,
52, 'asia-south1-c', 0, 7, 'FKA.pem', -1, 46,
53, 'asia-south1-c', 0, 7, 'FKA.pem', -1, 47,
54, 'asia-south1-c', 1, -1, 'FKA.pem', 6, -1,
55, 'asia-south1-c', 1, -1, 'FKA.pem', 7, -1,
