node_id,region,ServerOrClientregion,cluster_id,key_file,clientID,ServerID, PublicIp
0, 'us-west1-b', 0, 0, 'FKA.pem', -1, 0,
1, 'us-west1-b', 0, 0, 'FKA.pem', -1, 1,
2, 'us-west1-b', 0, 0, 'FKA.pem', -1, 2,
3, 'us-west1-b', 0, 0, 'FKA.pem', -1, 3,
4, 'us-west1-b', 1, -1, 'FKA.pem', 0, -1,
5, 'europe-west3-c', 0, 1,'FKA.pem', -1, 4,
6, 'europe-west3-c', 0, 1,'FKA.pem', -1, 5,
7, 'europe-west3-c', 0, 1,'FKA.pem', -1, 6,
8, 'europe-west3-c', 0, 1,'FKA.pem', -1, 7,
9, 'europe-west3-c', 1, -1, 'FKA.pem', 1, -1,
10, 'asia-south1-c', 0, 2,'FKA.pem', -1, 8,
11, 'asia-south1-c', 0, 2,'FKA.pem', -1, 9,
12, 'asia-south1-c', 0, 2,'FKA.pem', -1, 10,
13, 'asia-south1-c', 0, 2,'FKA.pem', -1, 11,
14, 'asia-south1-c', 1, -1, 'FKA.pem', 2, -1,
